36,8,13,24,90,99,52,1,56,87
83,30,76,63,77,11,22,33,15,72
91,4,17,34,61,70,48,64,38,68
92,81,63,22,41,13,59,79,40,70
3,65,75,74,68,4,61,28,91,42
76,60,87,97,68,27,52,20,12,54
39,87,24,31,93,1,91,18,20,28
69,77,14,29,62,32,37,57,61,8
69,46,86,75,59,29,78,72,16,54
52,35,79,94,34,5,96,38,70,90
8,66,41,82,36,43,50,97,29,3
22,70,17,82,6,24,4,35,32,61
54,90,83,51,22,45,97,41,92,61
68,89,18,86,4,5,82,78,3,35
16,64,6,99,67,55,51,50,37,71
85,67,81,59,28,36,13,84,83,92
99,10,39,1,13,21,15,84,44,40
16,74,44,41,37,70,15,20,36,9
78,75,82,83,61,95,2,56,49,53
97,48,74,15,5,4,40,64,95,33
83,90,4,89,57,72,30,13,8,23
38,61,14,84,65,96,90,69,53,11
